"	amplitude_id","	user_id","	city","	country","	device","	device_type","	dma","	gt:acc_id","	ip_address","	language","	library","	os","	platform","	region","	gp:fbclid","	gp:gclid","	gp:initial_fbclid","	gp:initial_gclid","	gp:initial_referrer","	gp:initial_referring_domain","	gp:initial_utm_campaign","	gp:initial_utm_content","	gp:initial_utm_medium","	gp:initial_utm_source","	gp:initial_utm_term","	gp:referrer","	gp:referring_domain","	gp:user_accounts_created","	gp:user_cookie_campaign","	gp:user_cookie_content","	gp:user_cookie_fbclid","	gp:user_cookie_gclid","	gp:user_cookie_http_referrer","	gp:user_cookie_keyword","	gp:user_cookie_lp_full","	gp:user_cookie_lpcleaned","	gp:user_cookie_medium","	gp:user_cookie_source","	gp:user_invited","	gp:user_latest_nps","	gp:user_mrr","	gp:user_obsurvey_business_type","	gp:user_obsurvey_current_tool","	gp:user_obsurvey_main_activity","	gp:user_obsurvey_start_when","	gp:user_obsurvey_used_before","	gp:user_signup_howwemet","	gp:user_total_accounts","	gp:user_total_logins","	gp:user_users_invited","	gp:utm_campaign","	gp:utm_content","	gp:utm_medium","	gp:utm_source","	gp:utm_term"
"	159885775903","	5ec1908c6a97283be41580e6","	Málaga","	Spain","	Windows","	Windows","	","	","	88.17.134.219","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Malaga","	","	","	","	","	https://app.holded.com/reporting/profitandloss","	app.holded.com","	","	","	","	","	","	https://app.holded.com/reporting/profitandloss","	app.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	","	","	25.0","	","	","	","	","	","	Other","	4","	115","	1","	","	","	","	","	"
"	251623126049","	60781e145dfce8239f7c8b7e","	Almería","	Spain","	Windows","	Windows","	","	","	86.127.225.167","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Almeria","	","	CjwKCAjwmK6IBhBqEiwAocMc8jCWxQmsL0P_2sm29EJgA6h-Pr3FTM1y5P2hU8VxCImYMiO1XB2-3xoCwyoQAvD_BwE","	","	CjwKCAjwmK6IBhBqEiwAocMc8jCWxQmsL0P_2sm29EJgA6h-Pr3FTM1y5P2hU8VxCImYMiO1XB2-3xoCwyoQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	1","	brand_10388931271","	104378540118_444673368885","	","	Cj0KCQjwyN-DBhCDARIsAFOELTmVtndqHXX2yl09xcqudeoA1EcE6UrAonH4FPWFQHQugdIA2qJ5aUsaAm1WEALw_wcB","	","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=aud-906499728143:kwd-314272695052&gclid=Cj0KCQjwyN-DBhCDARIsAFOELTmVtndqHXX2yl09xcqudeoA1EcE6UrAonH4FPWFQHQugdIA2qJ5aUsaAm1WEALw_wcB","	https://www.holded.com/es","	cpc","	google","	false","	","	0","	services","	spreadsheet","	invoicing","	now","	never","	Word of mouth","	1","	15","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	245339673637","	605cd5bc07030166c1314b93","	Villena","	Spain","	Windows","	Windows","	","	","	92.58.58.82","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Alicante","	","	EAIaIQobChMIv4biuqjR8gIV-wIGAB3ymQQwEAAYASAAEgKX2vD_BwE","	","	EAIaIQobChMIv4biuqjR8gIV-wIGAB3ymQQwEAAYASAAEgKX2vD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	1","	60586f2e646492541d521f30","	60586f057f23e6411b14fd12","	","	","	","	","	https://app.holded.com/signup?lang=es&email=miguel@bctasesores.com&utm_source=team_invite&utm_medium=referral&utm_campaign=60586f2e646492541d521f30&utm_content=60586f057f23e6411b14fd12","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	110","	both","	nothing","	accounting","	browsing","	never","	","	2","	50","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	286210348074","	6110e9366f352d2a1656f2b5","	Madrid","	Spain","	Mac","	Mac","	","	[""611239f5e567b9304711efd5""]","	31.4.238.117","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	EAIaIQobChMI-e7Ti9TO8gIVIu_tCh0u1gxJEAAYASABEgKA6_D_BwE","	","	EAIaIQobChMIktve9oKm8gIVSbDtCh32OAZgEAAYASABEgJDUfD_BwE","	https://www.google.com/","	www.google.com","	generic_sitelink_9761431352","	99228401669_464474573273","	cpc","	google","	facturacion online","	https://www.google.com/","	www.google.com","	1","	generic_sitelink_9761431352","	99228401669_464474573270","	","	EAIaIQobChMI3M-HtMSj8gIV0NPtCh2uSwotEAAYASABEgKOePD_BwE","	https://www.google.com/","	facturación online","	https://www.holded.com/es/programa-facturacion?utm_source=google&utm_medium=cpc&utm_campaign=generic_sitelink_9761431352&utm_content=99228401669_464474573270&utm_term=facturaci%C3%B3n%20online&hld_device=m&hld_network=g&hld_matchtype=p&hsa_acc=7276020979&hsa_ad=464474573270&hsa_mt=p&hsa_kw=facturaci%C3%B3n%20online&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=99228401669&hsa_net=adwords&hsa_tgt=kwd-3225111422&gclid=EAIaIQobChMI3M-HtMSj8gIV0NPtCh2uSwotEAAYASABEgKOePD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0.0","	services","	penpaper","	invoicing","	now","	never","	Social","	1","	1","	","	generic_sitelink_9761431352","	99228401669_464474573273","	cpc","	google","	facturacion online"
"	222600492075","	5dad6ca16a972851771e24f3","	Barcelona","	Spain","	Windows","	Windows","	","	","	83.51.208.205","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9.0","	0.0","	","	","	","	","	","	","	1","	45","	","	","	","	","	","	"
"	293098746922","	612d2e7a8bd46d6b6d7ddccd","	Alicante","	Spain","	Android","	Android","	","	[""612d2ea15a8ab924404b73fb""]","	85.31.135.186","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Alicante","	","	EAIaIQobChMIg7Tf9MzZ8gIVjtrVCh07_AypEAAYASAAEgJ4ePD_BwE","	","	EAIaIQobChMI84iC2MbP8gIVzRoGAB2VHgVOEAAYASAAEgIhOvD_BwE","	https://www.google.com/","	www.google.com","	generic_9761431352","	100307280206_467763370445","	cpc","	google","	+generar +facturas","	https://www.google.com/","	www.google.com","	1","	generic_9761431352","	100307280206_467763370445","	","	EAIaIQobChMI84iC2MbP8gIVzRoGAB2VHgVOEAAYASAAEgIhOvD_BwE","	https://www.google.com/","	+generar +facturas","	https://www.holded.com/es/programa-facturacion?h1=Programa+para+generar+facturas+f%C3%A1cil+y+r%C3%A1pido&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=100307280206_467763370445&utm_term=%2Bgenerar%20%2Bfacturas&hld_device=m&hld_network=s&hld_matchtype=b&hsa_acc=7276020979&hsa_ad=467763370445&hsa_mt=b&hsa_kw=%2Bgenerar%20%2Bfacturas&hsa_ver=3&hsa_src=s&hsa_cam=9761431352&hsa_grp=100307280206&hsa_net=adwords&hsa_tgt=kwd-336133139882&gclid=EAIaIQobChMI84iC2MbP8gIVzRoGAB2VHgVOEAAYASAAEgIhOvD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0","	retails","	penpaper","	invoicing","	now","	never","	Search engine","	0","	1","	","	generic_9761431352","	100307280206_481310401422","	cpc","	google","	+generar +facturas"
"	288657806381","	611ab7f9c9f4106e2407f5fb","	Lleida","	Spain","	Android","	Android","	","	[""611ab8277779450979552f9d""]","	80.49.74.87","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Lleida","	","	CjwKCAjwmeiIBhA6EiwA-uaeFf5XNZFaIKibME9tNBZrh5raD6msAcRNmjsIWrMeloA3WUGbq3qjXhoCdOwQAvD_BwE","	","	CjwKCAjwmeiIBhA6EiwA-uaeFf5XNZFaIKibME9tNBZrh5raD6msAcRNmjsIWrMeloA3WUGbq3qjXhoCdOwQAvD_BwE","	https://www.google.com/","	www.google.com","	dsa_1330918973","	61706694846_525565262824","	cpc","	google","	","	android-app://com.google.android.gm/","	com.google.android.gm","	1","	dsa_1330918973","	61706694846_525565262824","	","	CjwKCAjwmeiIBhA6EiwA-uaeFf5XNZFaIKibME9tNBZrh5raD6msAcRNmjsIWrMeloA3WUGbq3qjXhoCdOwQAvD_BwE","	https://www.google.com/","	","	https://www.holded.com/es/blog/conseguir-financiacion-abrir-negocio?utm_adgroupid=61706694846&utm_keyword=&campaignid=1330918973&adgroupid=61706694846&adid=525565262824&hld_device=m&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694846_525565262824&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694846&hsa_ad=525565262824&hsa_cam=1330918973&hsa_tgt=aud-906499727943:dsa-581135182015&hsa_net=adwords&hsa_ver=3&gclid=CjwKCAjwmeiIBhA6EiwA-uaeFf5XNZFaIKibME9tNBZrh5raD6msAcRNmjsIWrMeloA3WUGbq3qjXhoCdOwQAvD_BwE","	https://www.holded.com/es/blog/conseguir-financiacion-abrir-negocio","	cpc","	google","	false","	","	0","	both","	nothing","	all","	innextmonth","	never","	Search engine","	0","	1","	","	welcome_1","	61706694846_525565262824","	email","	mailgun","	"
"	288535827506","	611a50e96f06433796633b82","	Barcelona","	Spain","	","	","	","	[""611a5156c435a06e92758701""]","	83.37.163.152","	Spanish","	batch/1.0","	","	none","	Barcelona","	","	","	","	","	https://app.holded.com/settings/data","	app.holded.com","	5c62a5b9a2656414f95cfb61","	603763dfe82fce2bd363a797","	referral","	team_invite","	","	https://app.holded.com/settings/data","	app.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	true","	","	0","	services","	desktopsoftware","	accounting","	now","	never","	Team invite","	0","	1","	","	5c62a5b9a2656414f95cfb61","	603763dfe82fce2bd363a797","	referral","	team_invite","	"
"	263597339698","	60aa37f6f5604309b522503a","	Ciutadella","	Spain","	Chromium OS","	Chromium OS","	","	","	83.37.0.254","	Spanish","	amplitude-js/8.1.0","	Chrome 91","	Web","	Balearic Islands","	","	","	","	","	https://app.holded.com/expenses/list","	app.holded.com","	","	","	","	","	","	https://app.holded.com/boards?login_success_source=web","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	false","	6.0","	59.0","	","	","	","	","	","	","	1","	189","	","	","	","	","	","	"
"	285063140406","	610b9a99f963654f82451ac6","	El Vendrell","	Spain","	Mac","	Mac","	","	","	83.44.177.177","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Tarragona","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	false","	","	","	","	","	","	","	","	","	","	2","	","	","	","	","	","	"
"	190204392502","	5f57726b75fa5e6f715e036a","	Madrid","	Spain","	Windows","	Windows","	","	","	80.24.112.72","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://app.holded.com/portal/invoices","	app.holded.com","	","	","	","	","	","	https://app.holded.com/portal/invoices","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	9.0","	29.0","	","	","	","	","	","	","	1","	158","	","	","	","	","	","	"
"	237828027446","	5e26f0266a97286c8036e69d","	Barcelona","	Spain","	Windows","	Windows","	","	","	90.74.144.87","	English","	amplitude-js/8.1.0","	Chrome 89","	Web","	Barcelona","	","	CjwKCAjwoZWHBhBgEiwAiMN66XEeyaIn3fivOAh_aigVAkvRtojmLMPHqFPAJjZOskthEk7quflKFhoCAVoQAvD_BwE","	","	CjwKCAjwoZWHBhBgEiwAiMN66XEeyaIn3fivOAh_aigVAkvRtojmLMPHqFPAJjZOskthEk7quflKFhoCAVoQAvD_BwE","	","	","	brand_10388931271","	104378540118_444673368885","	cpc","	google","	holded","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9","	12","	","	","	","	","	","	","	5","	11","	","	brand_10388931271","	104378540118_444673368885","	cpc","	google","	holded"
"	220775527492","	5feb7eff1d02cb1259192371","	Las Palmas de Gran Canaria","	Spain","	Windows","	Windows","	","	","	83.39.153.212","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Las Palmas","	","	","	","	","	https://app.holded.com/contacts","	app.holded.com","	","	","	","	","	","	https://app.holded.com/contacts","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	0.0","	","	","	","	","	","	","	1","	26","	","	","	","	","	","	"
"	291050845253","	5e2f7a3f6a9728682157a9c4","	Madrid","	Spain","	Mac","	Mac","	","	","	88.6.112.95","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Madrid","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3Xs5PFx3sFYhZfvHj-d9RTfBMeuOy-JrqXsisQ6KfVw6PDwGTnBf_AaAjgfEALw_wcB","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3Xs5PFx3sFYhZfvHj-d9RTfBMeuOy-JrqXsisQ6KfVw6PDwGTnBf_AaAjgfEALw_wcB","	https://www.google.com","	www.google.com","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded","	https://www.google.com","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	2","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
"	278980187205","	60efe43a4ecabd328f5934e8","	Barcelona","	Spain","	","	","	","	","	46.27.36.139","	Spanish","	http/2.0","	","	web","	Barcelona","	","	CjwKCAjwgviIBhBkEiwA10D2j9Kl63LO-PFtCn9S4E68TVbDVTvmSJIBtzP0Wbk7MF6rn29DU8CLSxoCVSQQAvD_BwE","	","	CjwKCAjwgviIBhBkEiwA10D2j9Kl63LO-PFtCn9S4E68TVbDVTvmSJIBtzP0Wbk7MF6rn29DU8CLSxoCVSQQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	brand_10388931271","	104378540118_444673368885","	","	CjwKCAjw8cCGBhB6EiwAgORey1Qa-WRRXI89Dj7sh-pY3J_oWbt8dp-FGTWsLZoJhs7Q9LW0QtK-EhoC89MQAvD_BwE","	https://www.google.com/","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=kwd-314272695052&gclid=CjwKCAjw8cCGBhB6EiwAgORey1Qa-WRRXI89Dj7sh-pY3J_oWbt8dp-FGTWsLZoJhs7Q9LW0QtK-EhoC89MQAvD_BwE","	https://www.holded.com/es","	cpc","	google","	true","	","	","	","	","	","	","	","	","	","	2","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	294782514252","	6133c320f9826a478769270f","	Santander","	Spain","	Android","	Android","	","	","	213.254.77.80","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Cantabria","	","	Cj0KCQjwssyJBhDXARIsAK98ITQRHq8MxWltnlmdrA6za6OvJ0Aa23XlEp-hinBC8T9SAi3TRvMceq4aAtz3EALw_wcB","	","	Cj0KCQjwssyJBhDXARIsAK98ITQRHq8MxWltnlmdrA6za6OvJ0Aa23XlEp-hinBC8T9SAi3TRvMceq4aAtz3EALw_wcB","	https://www.google.com/","	www.google.com","	dsa_1330918973","	61706694846_525565262824","	cpc","	google","	","	https://www.google.com/","	www.google.com","	","	dsa_1330918973","	61706694846_525565262824","	","	Cj0KCQjwssyJBhDXARIsAK98ITQRHq8MxWltnlmdrA6za6OvJ0Aa23XlEp-hinBC8T9SAi3TRvMceq4aAtz3EALw_wcB","	https://www.google.com/","	","	https://www.holded.com/es/blog/como-saber-estoy-dado-alta-seguridad-social?utm_adgroupid=61706694846&utm_keyword=&campaignid=1330918973&adgroupid=61706694846&adid=525565262824&hld_device=m&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694846_525565262824&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694846&hsa_ad=525565262824&hsa_cam=1330918973&hsa_tgt=dsa-581135182015&hsa_net=adwords&hsa_ver=3&gclid=Cj0KCQjwssyJBhDXARIsAK98ITQRHq8MxWltnlmdrA6za6OvJ0Aa23XlEp-hinBC8T9SAi3TRvMceq4aAtz3EALw_wcB","	https://www.holded.com/es/blog/como-saber-estoy-dado-alta-seguridad-social","	cpc","	google","	false","	","	","	","	","	","	","	","	","	","	1","	","	dsa_1330918973","	61706694846_525565262824","	cpc","	google","	"
"	119561278544","	5db567106a972812f60dc376","	Mollerussa","	Spain","	Windows","	Windows","	","	","	83.59.174.43","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Lleida","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	0","	","	","	","	","	","	","	1","	9","	","	","	","	","	","	"
"	253219238993","	607f02c2c23ddd30f752462c","	Arrecife","	Spain","	","	","	","	","	92.172.176.129","	Spanish","	batch/1.0","	","	web","	Las Palmas","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://app.holded.com/sales/revenue","	app.holded.com","	1","	brand_10388931271","	104378540118_444673368885","	","	Cj0KCQjw9_mDBhCGARIsAN3PaFNlpN6wBnJAIszAUXy025t_XhGTgYLeT_Ym5eJvwI2oX4IYQ9sptWIaAo3gEALw_wcB","	","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=kwd-314272695052&gclid=Cj0KCQjw9_mDBhCGARIsAN3PaFNlpN6wBnJAIszAUXy025t_XhGTgYLeT_Ym5eJvwI2oX4IYQ9sptWIaAo3gEALw_wcB","	https://www.holded.com/es","	cpc","	google","	false","	","	29.0","	retails","	spreadsheet","	invoicing","	browsing","	never","	Word of mouth","	1","	20","	","	","	","	","	","	"
"	172648666199","	5ef30cf06a972816ec5aa8d3","	Cáceres","	Spain","	Mac","	Mac","	","	","	77.228.238.173","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Caceres","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	29","	","	","	","	","	","	","	2","	82","	","	","	","	","	","	"
"	286203008088","	6110dee2df601a56cd0dd709","	Treviso","	Italy","	Mac","	Mac","	","	[""6110df072d06ee61b372fd33""]","	82.54.242.128","	Italian","	amplitude-js/8.1.0","	Safari 14","	Web","	Provincia di Treviso","	","	CjwKCAjwpMOIBhBAEiwAy5M6YJgLx-rDtJgNgtAb6Z0_oqvorl8Tyf-6doH3m5h9ydrfIv1OEKxiUhoCsAMQAvD_BwE","	","	CjwKCAjwpMOIBhBAEiwAy5M6YJgLx-rDtJgNgtAb6Z0_oqvorl8Tyf-6doH3m5h9ydrfIv1OEKxiUhoCsAMQAvD_BwE","	https://www.google.com/","	www.google.com","	dsa_1330918973","	61706694686_525564181882","	cpc","	google","	","	https://www.google.com/","	www.google.com","	1","	dsa_1330918973","	61706694686_525564181882","	","	CjwKCAjwpMOIBhBAEiwAy5M6YJgLx-rDtJgNgtAb6Z0_oqvorl8Tyf-6doH3m5h9ydrfIv1OEKxiUhoCsAMQAvD_BwE","	https://www.google.com/","	","	https://www.holded.com/es/crm-online?utm_adgroupid=61706694686&utm_keyword=&campaignid=1330918973&adgroupid=61706694686&adid=525564181882&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694686_525564181882&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694686&hsa_ad=525564181882&hsa_cam=1330918973&hsa_tgt=dsa-1224884854290&hsa_net=adwords&hsa_ver=3&gclid=CjwKCAjwpMOIBhBAEiwAy5M6YJgLx-rDtJgNgtAb6Z0_oqvorl8Tyf-6doH3m5h9ydrfIv1OEKxiUhoCsAMQAvD_BwE","	https://www.holded.com/es/crm-online","	cpc","	google","	false","	","	0","	services","	nothing","	crm","	browsing","	never","	","	0","	1","	","	dsa_1330918973","	61706694686_525564181882","	cpc","	google","	"
"	284129277017","	610834f220aae8435c5f9ae2","	Madrid","	Spain","	Windows","	Windows","	","	[""611b67728f4afc38ff14fc7c""]","	79.155.90.31","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Madrid","	","	","	","	","	https://www.bing.com/","	www.bing.com","	brand_384746734","	1146791333486425_71674548890630","	cpc","	bing","	holded","	https://www.bing.com/","	www.bing.com","	1","	61064a0b4285a4688c6a96bf","	610649d1f1d833521e5c8ccf","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=YW1vbnRlcm9AYW5ldW1sZWQuY29t&utm_source=team_invite&utm_medium=referral&utm_campaign=61064a0b4285a4688c6a96bf&utm_content=610649d1f1d833521e5c8ccf&teaminvite=1&companyname=ANEUM%20LED%20SL","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	0","	both","	spreadsheet","	crm","	comingmonths","	never","	Team invite","	0","	2","	","	brand_384746734","	1146791333486425_71674548890630","	cpc","	bing","	holded"
"	227179574365","	6009a4c43febb318fa1d9508","	Barcelona","	Spain","	Mac","	Mac","	","	","	2.152.87.89","	Spanish","	amplitude-js/8.1.0","	Safari 13","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	https://www.holded.com/","	https://www.holded.com/","	referal","	","	true","	","	0.0","	retails","	spreadsheet","	invoicing","	now","	fewtimes","	","	1","	42","	4","	","	","	","	","	"
"	220437451878","	5dac28596a972835a07fb864","	Castellon","	Spain","	Mac","	Mac","	","	","	83.40.198.82","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Castellon","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	18","	","	","	","	","	","	","	1","	75","	","	","	","	","	","	"
"	290667943016","	612356c8d854b0077c0d6268","	Valladolid","	Spain","	Windows","	Windows","	","	","	213.177.212.28","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Valladolid","	","	","	","	","	https://app.holded.com/contacts?filter=atype-supplier","	app.holded.com","	","	","	","	","	","	https://app.holded.com/contacts?filter=atype-lead","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	true","	","	0","	","	","	","	","	","	","	1","	1","	","	","	","	","	","	"
"	285985977448","	5e20a65d6a97284c1002b014","	Torredembarra","	Spain","	","	","	","	","	77.210.238.75","	Spanish","	batch/1.0","	","	web","	Tarragona","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	0.0","	","	","	","	","	","	","	3","	2","	","	","	","	","	","	"
"	224747140202","	5e414eca6a972851594ead86","	Madrid","	Spain","	","	","	","	","	83.59.208.74","	Spanish","	http/2.0","	","	web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	35.0","	","	","	","	","	","	","	1","	24","	","	","	","	","	","	"
"	251702416494","	6079bee874336e10d75884d7","	Barcelona","	Spain","	Windows","	Windows","	","	","	92.178.112.151","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Barcelona","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://app.holded.com/doc/salesreceipt/new","	app.holded.com","	1","	brand_10388931271","	104378540118_444673368885","	","	Cj0KCQjwyN-DBhCDARIsAFOELTmxfRxwGLjm6QFBQeF4SZhtznb_kiEPhaN_mBE2wvyt59c6-D0qwRgaAqZqEALw_wcB","	","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=aud-905356124520:kwd-314272695052&gclid=Cj0KCQjwyN-DBhCDARIsAFOELTmxfRxwGLjm6QFBQeF4SZhtznb_kiEPhaN_mBE2wvyt59c6-D0qwRgaAqZqEALw_wcB","	https://www.holded.com/es","	cpc","	google","	false","	10","	0","	services","	cloudsoftware","	invoicing","	innextmonth","	never","	Search engine","	1","	27","	","	","	","	","	","	"
"	289619735663","	611e84cb3c72110e327a52e5","	Valencia","	Spain","	Android","	Android","	","	[""611e901ba0c1bd20c4434088""]","	37.29.172.96","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Valencia","	","	CjwKCAjwgviIBhBkEiwA10D2j8eYGya0FWFjaJA2ORaSNcRxRqaH3u9t6Jwfjxu0eJlSIyIWWeJKWRoCVMwQAvD_BwE","	","	CjwKCAjwgviIBhBkEiwA10D2j8eYGya0FWFjaJA2ORaSNcRxRqaH3u9t6Jwfjxu0eJlSIyIWWeJKWRoCVMwQAvD_BwE","	https://youtube.com/","	youtube.com","	youtube_acq_13526002054","	122235473223_527795727289","	cpc","	google","	","	https://youtube.com/","	youtube.com","	4","	youtube_acq_13526002054","	122235473223_527795727289","	","	CjwKCAjwgviIBhBkEiwA10D2j8eYGya0FWFjaJA2ORaSNcRxRqaH3u9t6Jwfjxu0eJlSIyIWWeJKWRoCVMwQAvD_BwE","	https://youtube.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=122235473223_527795727289&utm_term=&hld_device=m&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=527795727289&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=122235473223&hsa_net=adwords&hsa_tgt=&gclid=CjwKCAjwgviIBhBkEiwA10D2j8eYGya0FWFjaJA2ORaSNcRxRqaH3u9t6Jwfjxu0eJlSIyIWWeJKWRoCVMwQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0","	","	","	","	","	","	Word of mouth","	3","	1","	","	youtube_acq_13526002054","	122235473223_527795727289","	cpc","	google","	"
